lucode,code,nlcd,LULC_name,notes,nlud_simple,nlud_simple_class,nlud_simple_subclass,fertilizer,pesticide,irrigation,planting_diversity,mowing,public_access,green_space,building_type,tree,tree_canopy_percentage,tree_canopy_cover,tree_canopy_colors,c_above,c_below,c_soil,c_dead,c_embedded_storage,c_embedded_emissions,c_annual_emissions
1651,133813,81,Hay/Pasture,,133,Developed park,Resort/ski area,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
1652,133820,82,Cultivated Crops,,133,Developed park,Resort/ski area,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,4.793840162,0,65.75263422,0,0,0,0
1653,133821,82,Cultivated Crops,,133,Developed park,Resort/ski area,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,18.24176156,0,71.45772764,1.6,0,0,0
1654,133822,82,Cultivated Crops,,133,Developed park,Resort/ski area,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,40.6549639,0,80.96621666,4.266666667,0,0,0
1655,133823,82,Cultivated Crops,,133,Developed park,Resort/ski area,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,63.96469433,0,90.85504525,7.04,0,0,0
1656,133900,90,Woody Wetlands,,133,Developed park,Resort/ski area,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
1657,133901,90,Woody Wetlands,,133,Developed park,Resort/ski area,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
1658,133902,90,Woody Wetlands,,133,Developed park,Resort/ski area,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
1659,133903,90,Woody Wetlands,,133,Developed park,Resort/ski area,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
1660,133950,95,Emergent Herbaceuous Wetlands,,133,Developed park,Resort/ski area,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
1661,133951,95,Emergent Herbaceuous Wetlands,,133,Developed park,Resort/ski area,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
1662,133952,95,Emergent Herbaceuous Wetlands,,133,Developed park,Resort/ski area,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
1663,133953,95,Emergent Herbaceuous Wetlands,,133,Developed park,Resort/ski area,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
1664,134110,11,Open Water,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
1665,134111,11,Open Water,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
1666,134112,11,Open Water,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,37.7786598,0,41.51463613,4.266666667,0,0,0
1667,134113,11,Open Water,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,62.33478868,0,68.49914961,7.04,0,0,0
1668,134120,12,Perennial Ice/Snow,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
1669,134121,12,Perennial Ice/Snow,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
1670,134122,12,Perennial Ice/Snow,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,37.7786598,0,41.51463613,4.266666667,0,0,0
1671,134123,12,Perennial Ice/Snow,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,62.33478868,0,68.49914961,7.04,0,0,0
1672,134210,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,25.49986095,4.08,79.01411479,1.76,51.81402439,212.31,37.03522039
1673,134211,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,35.84187923,3.468,82.72998612,3.096,51.81402439,212.31,37.03522039
1674,134212,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,53.07857637,2.448,88.923105,5.322666667,51.81402439,212.31,37.03522039
1675,134213,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,71.0047414,1.3872,95.36394864,7.6384,51.81402439,212.31,37.03522039
1676,134220,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,20.90844667,3.52,72.06732319,0.61,207.2560976,849.24,147.1338816
1677,134221,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,31.9391771,2.992,76.82521326,2.1185,207.2560976,849.24,147.1338816
1678,134222,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,50.32372781,2.112,84.75503004,4.632666667,207.2560976,849.24,147.1338816
1679,134223,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,69.44366054,1.1968,93.0020395,7.2474,207.2560976,849.24,147.1338816
1680,134230,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,17.69813636,3.08,61.93838294,0.36,234.070122,954.85,720.4716833
1681,134231,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,29.21041333,2.618,68.21561405,1.906,234.070122,954.85,720.4716833
1682,134232,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,48.39754162,1.848,78.67766589,4.482666667,234.070122,954.85,720.4716833
1683,134233,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,68.35215504,1.0472,89.55819981,7.1624,234.070122,954.85,720.4716833
1684,134240,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,10.98142029,1.76,44.78642515,0.245,267.9065041,3418.485,1805.616283
1685,134241,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,23.50120467,1.496,53.63644993,1.80825,267.9065041,3418.485,1805.616283
1686,134242,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,44.36751198,1.056,68.38649122,4.413666667,267.9065041,3418.485,1805.616283
1687,134243,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,66.06847158,0.5984,83.72653416,7.1233,267.9065041,3418.485,1805.616283
1688,134310,31,Barren Land,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,6.8,0,25.5,0,0,0,0
1689,134311,31,Barren Land,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,19.94699743,0,37.24298855,1.6,0,0,0
1690,134312,31,Barren Land,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,41.8586598,0,56.81463613,4.266666667,0,0,0
1691,134313,31,Barren Land,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,64.64678868,0,77.16914961,7.04,0,0,0
1692,134410,41,Deciduous Forest,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,85.88498714,0,96.08994273,8.8,0,0,0
1693,134411,41,Deciduous Forest,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,85.88498714,0,96.08994273,8.8,0,0,0
1694,134412,41,Deciduous Forest,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,85.88498714,0,96.08994273,8.8,0,0,0
1695,134413,41,Deciduous Forest,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,85.88498714,0,96.08994273,8.8,0,0,0
1696,134420,42,Evergreen Forest,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,105.6849871,0,96.08994273,14.4,0,0,0
1697,134421,42,Evergreen Forest,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,105.6849871,0,96.08994273,14.4,0,0,0
1698,134422,42,Evergreen Forest,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,105.6849871,0,96.08994273,14.4,0,0,0
1699,134423,42,Evergreen Forest,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,105.6849871,0,96.08994273,14.4,0,0,0
1700,134430,43,Mixed Forest,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,91.76997429,0,119.1798855,8.8,0,0,0
1701,134431,43,Mixed Forest,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,91.76997429,0,119.1798855,8.8,0,0,0
1702,134432,43,Mixed Forest,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,91.76997429,0,119.1798855,8.8,0,0,0
1703,134433,43,Mixed Forest,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,91.76997429,0,119.1798855,8.8,0,0,0
1704,134520,52,Shrub/Scrub,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,47.875,0,68.15477645,0,0,0,0
1705,134521,52,Shrub/Scrub,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,54.86074743,0,73.49954853,1.6,0,0,0
1706,134522,52,Shrub/Scrub,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,66.5036598,0,82.407502,4.266666667,0,0,0
1707,134523,52,Shrub/Scrub,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,78.61228868,0,91.6717736,7.04,0,0,0
1708,134710,71,Herbaceuous,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
1709,134711,71,Herbaceuous,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
1710,134712,71,Herbaceuous,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
1711,134713,71,Herbaceuous,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
1712,134810,81,Hay/Pasture,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
1713,134811,81,Hay/Pasture,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
1714,134812,81,Hay/Pasture,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
1715,134813,81,Hay/Pasture,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
1716,134820,82,Cultivated Crops,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,4.793840162,0,65.75263422,0,0,0,0
1717,134821,82,Cultivated Crops,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,18.24176156,0,71.45772764,1.6,0,0,0
1718,134822,82,Cultivated Crops,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,40.6549639,0,80.96621666,4.266666667,0,0,0
1719,134823,82,Cultivated Crops,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,63.96469433,0,90.85504525,7.04,0,0,0
1720,134900,90,Woody Wetlands,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
1721,134901,90,Woody Wetlands,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
1722,134902,90,Woody Wetlands,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
1723,134903,90,Woody Wetlands,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
1724,134950,95,Emergent Herbaceuous Wetlands,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
1725,134951,95,Emergent Herbaceuous Wetlands,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
1726,134952,95,Emergent Herbaceuous Wetlands,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
1727,134953,95,Emergent Herbaceuous Wetlands,,134,Developed park,Other,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
1728,140110,11,Open Water,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
1729,140111,11,Open Water,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
1730,140112,11,Open Water,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,37.7786598,0,41.51463613,4.266666667,0,0,0
1731,140113,11,Open Water,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,62.33478868,0,68.49914961,7.04,0,0,0
1732,140120,12,Perennial Ice/Snow,,140,Natural park,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
1733,140121,12,Perennial Ice/Snow,,140,Natural park,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
1734,140122,12,Perennial Ice/Snow,,140,Natural park,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,37.7786598,0,41.51463613,4.266666667,0,0,0
1735,140123,12,Perennial Ice/Snow,,140,Natural park,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,62.33478868,0,68.49914961,7.04,0,0,0
1736,140210,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,0,0,none,#ffffff,25.49986095,4.08,79.01411479,1.76,51.81402439,212.31,37.03522039
1737,140211,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,1,0.15,low,#e5f5e0,35.84187923,3.468,82.72998612,3.096,51.81402439,212.31,37.03522039
1738,140212,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,2,0.4,medium,#a1d99b,53.07857637,2.448,88.923105,5.322666667,51.81402439,212.31,37.03522039
1739,140213,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,3,0.66,high,#31a354,71.0047414,1.3872,95.36394864,7.6384,51.81402439,212.31,37.03522039
1740,140220,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,0,0,none,#ffffff,20.90844667,3.52,72.06732319,0.61,207.2560976,849.24,147.1338816
1741,140221,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,1,0.15,low,#e5f5e0,31.9391771,2.992,76.82521326,2.1185,207.2560976,849.24,147.1338816
1742,140222,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,2,0.4,medium,#a1d99b,50.32372781,2.112,84.75503004,4.632666667,207.2560976,849.24,147.1338816
1743,140223,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,3,0.66,high,#31a354,69.44366054,1.1968,93.0020395,7.2474,207.2560976,849.24,147.1338816
1744,140230,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,0,0,none,#ffffff,17.69813636,3.08,61.93838294,0.36,234.070122,954.85,720.4716833
1745,140231,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,1,0.15,low,#e5f5e0,29.21041333,2.618,68.21561405,1.906,234.070122,954.85,720.4716833
1746,140232,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,2,0.4,medium,#a1d99b,48.39754162,1.848,78.67766589,4.482666667,234.070122,954.85,720.4716833
1747,140233,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,3,0.66,high,#31a354,68.35215504,1.0472,89.55819981,7.1624,234.070122,954.85,720.4716833
1748,140240,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,0,0,none,#ffffff,10.98142029,1.76,44.78642515,0.245,267.9065041,3418.485,1805.616283
1749,140241,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,1,0.15,low,#e5f5e0,23.50120467,1.496,53.63644993,1.80825,267.9065041,3418.485,1805.616283
1750,140242,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,2,0.4,medium,#a1d99b,44.36751198,1.056,68.38649122,4.413666667,267.9065041,3418.485,1805.616283
1751,140243,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,3,0.66,high,#31a354,66.06847158,0.5984,83.72653416,7.1233,267.9065041,3418.485,1805.616283
1752,140310,31,Barren Land,,140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,0,0,none,#ffffff,6.8,0,25.5,0,0,0,0
1753,140311,31,Barren Land,,140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,1,0.15,low,#e5f5e0,19.94699743,0,37.24298855,1.6,0,0,0
1754,140312,31,Barren Land,,140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,2,0.4,medium,#a1d99b,41.8586598,0,56.81463613,4.266666667,0,0,0
1755,140313,31,Barren Land,,140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,3,0.66,high,#31a354,64.64678868,0,77.16914961,7.04,0,0,0
1756,140410,41,Deciduous Forest,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,85.88498714,0,96.08994273,8.8,0,0,0
1757,140411,41,Deciduous Forest,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,85.88498714,0,96.08994273,8.8,0,0,0
1758,140412,41,Deciduous Forest,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,85.88498714,0,96.08994273,8.8,0,0,0
1759,140413,41,Deciduous Forest,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,85.88498714,0,96.08994273,8.8,0,0,0
1760,140420,42,Evergreen Forest,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,105.6849871,0,96.08994273,14.4,0,0,0
1761,140421,42,Evergreen Forest,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,105.6849871,0,96.08994273,14.4,0,0,0
1762,140422,42,Evergreen Forest,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,105.6849871,0,96.08994273,14.4,0,0,0
1763,140423,42,Evergreen Forest,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,105.6849871,0,96.08994273,14.4,0,0,0
1764,140430,43,Mixed Forest,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,91.76997429,0,119.1798855,8.8,0,0,0
1765,140431,43,Mixed Forest,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,91.76997429,0,119.1798855,8.8,0,0,0
1766,140432,43,Mixed Forest,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,91.76997429,0,119.1798855,8.8,0,0,0
1767,140433,43,Mixed Forest,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,91.76997429,0,119.1798855,8.8,0,0,0
1768,140520,52,Shrub/Scrub,,140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,0,0,none,#ffffff,47.875,0,68.15477645,0,0,0,0
1769,140521,52,Shrub/Scrub,,140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,1,0.15,low,#e5f5e0,54.86074743,0,73.49954853,1.6,0,0,0
1770,140522,52,Shrub/Scrub,,140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,2,0.4,medium,#a1d99b,66.5036598,0,82.407502,4.266666667,0,0,0
1771,140523,52,Shrub/Scrub,,140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,3,0.66,high,#31a354,78.61228868,0,91.6717736,7.04,0,0,0
1772,140710,71,Herbaceuous,,140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
1773,140711,71,Herbaceuous,,140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
1774,140712,71,Herbaceuous,,140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
1775,140713,71,Herbaceuous,,140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
1776,140810,81,Hay/Pasture,,140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
1777,140811,81,Hay/Pasture,,140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
1778,140812,81,Hay/Pasture,,140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
1779,140813,81,Hay/Pasture,,140,Natural park,,-1,-1,-1,1,-1,-1,1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
1780,140820,82,Cultivated Crops,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,4.793840162,0,65.75263422,0,0,0,0
1781,140821,82,Cultivated Crops,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,18.24176156,0,71.45772764,1.6,0,0,0
1782,140822,82,Cultivated Crops,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,40.6549639,0,80.96621666,4.266666667,0,0,0
1783,140823,82,Cultivated Crops,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,63.96469433,0,90.85504525,7.04,0,0,0
1784,140900,90,Woody Wetlands,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
1785,140901,90,Woody Wetlands,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
1786,140902,90,Woody Wetlands,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
1787,140903,90,Woody Wetlands,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
1788,140950,95,Emergent Herbaceuous Wetlands,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
1789,140951,95,Emergent Herbaceuous Wetlands,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
1790,140952,95,Emergent Herbaceuous Wetlands,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
1791,140953,95,Emergent Herbaceuous Wetlands,,140,Natural park,,-1,-1,-1,-1,-1,-1,1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
1792,151110,11,Open Water,,151,Conservation,Public,-1,-1,-1,-1,-1,-1,1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
1793,151111,11,Open Water,,151,Conservation,Public,-1,-1,-1,-1,-1,-1,1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
