lucode,code,nlud_simple_class,nlud_simple_subclass,simple_nlud,nlcd,nlcd_lulc,nlcd_colors,tree,tree_canopy_cover,tree_colors,urban_nature,search_radius_m
1822,131742,Developed park,Urban park,131,74,Moss,#77AD93,2,medium,#a1d99b,0,
1823,131743,Developed park,Urban park,131,74,Moss,#77AD93,3,high,#31a354,1,
1824,131810,Developed park,Urban park,131,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
1825,131811,Developed park,Urban park,131,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
1826,131812,Developed park,Urban park,131,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
1827,131813,Developed park,Urban park,131,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
1828,131820,Developed park,Urban park,131,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
1829,131821,Developed park,Urban park,131,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
1830,131822,Developed park,Urban park,131,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
1831,131823,Developed park,Urban park,131,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
1832,131900,Developed park,Urban park,131,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
1833,131901,Developed park,Urban park,131,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
1834,131902,Developed park,Urban park,131,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
1835,131903,Developed park,Urban park,131,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
1836,131950,Developed park,Urban park,131,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
1837,131951,Developed park,Urban park,131,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
1838,131952,Developed park,Urban park,131,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
1839,131953,Developed park,Urban park,131,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
1840,132110,Developed park,Golf course,132,11,Open Water,#476BA0,0,none,#ffffff,0,2230
1841,132111,Developed park,Golf course,132,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
1842,132112,Developed park,Golf course,132,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
1843,132113,Developed park,Golf course,132,11,Open Water,#476BA0,3,high,#31a354,1,2230
1844,132120,Developed park,Golf course,132,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
1845,132121,Developed park,Golf course,132,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
1846,132122,Developed park,Golf course,132,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
1847,132123,Developed park,Golf course,132,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
1848,132210,Developed park,Golf course,132,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
1849,132211,Developed park,Golf course,132,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
1850,132212,Developed park,Golf course,132,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
1851,132213,Developed park,Golf course,132,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
1852,132220,Developed park,Golf course,132,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
1853,132221,Developed park,Golf course,132,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
1854,132222,Developed park,Golf course,132,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
1855,132223,Developed park,Golf course,132,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
1856,132230,Developed park,Golf course,132,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
1857,132231,Developed park,Golf course,132,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
1858,132232,Developed park,Golf course,132,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
1859,132233,Developed park,Golf course,132,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
1860,132240,Developed park,Golf course,132,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
1861,132241,Developed park,Golf course,132,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
1862,132242,Developed park,Golf course,132,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
1863,132243,Developed park,Golf course,132,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
1864,132310,Developed park,Golf course,132,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
1865,132311,Developed park,Golf course,132,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
1866,132312,Developed park,Golf course,132,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
1867,132313,Developed park,Golf course,132,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
1868,132410,Developed park,Golf course,132,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
1869,132411,Developed park,Golf course,132,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
1870,132412,Developed park,Golf course,132,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
1871,132413,Developed park,Golf course,132,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
1872,132420,Developed park,Golf course,132,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
1873,132421,Developed park,Golf course,132,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
1874,132422,Developed park,Golf course,132,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
1875,132423,Developed park,Golf course,132,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
1876,132430,Developed park,Golf course,132,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
1877,132431,Developed park,Golf course,132,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
1878,132432,Developed park,Golf course,132,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
1879,132433,Developed park,Golf course,132,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
1880,132510,Developed park,Golf course,132,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
1881,132511,Developed park,Golf course,132,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
1882,132512,Developed park,Golf course,132,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
1883,132513,Developed park,Golf course,132,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
1884,132520,Developed park,Golf course,132,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
1885,132521,Developed park,Golf course,132,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
1886,132522,Developed park,Golf course,132,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
1887,132523,Developed park,Golf course,132,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
1888,132710,Developed park,Golf course,132,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
1889,132711,Developed park,Golf course,132,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
1890,132712,Developed park,Golf course,132,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
1891,132713,Developed park,Golf course,132,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
1892,132720,Developed park,Golf course,132,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
1893,132721,Developed park,Golf course,132,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
1894,132722,Developed park,Golf course,132,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
1895,132723,Developed park,Golf course,132,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
1896,132730,Developed park,Golf course,132,73,Lichens,#99C147,0,none,#ffffff,0,
1897,132731,Developed park,Golf course,132,73,Lichens,#99C147,1,low,#e5f5e0,0,
1898,132732,Developed park,Golf course,132,73,Lichens,#99C147,2,medium,#a1d99b,0,
1899,132733,Developed park,Golf course,132,73,Lichens,#99C147,3,high,#31a354,1,
1900,132740,Developed park,Golf course,132,74,Moss,#77AD93,0,none,#ffffff,0,
1901,132741,Developed park,Golf course,132,74,Moss,#77AD93,1,low,#e5f5e0,0,
1902,132742,Developed park,Golf course,132,74,Moss,#77AD93,2,medium,#a1d99b,0,
1903,132743,Developed park,Golf course,132,74,Moss,#77AD93,3,high,#31a354,1,
1904,132810,Developed park,Golf course,132,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
1905,132811,Developed park,Golf course,132,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
1906,132812,Developed park,Golf course,132,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
1907,132813,Developed park,Golf course,132,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
1908,132820,Developed park,Golf course,132,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
1909,132821,Developed park,Golf course,132,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
1910,132822,Developed park,Golf course,132,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
1911,132823,Developed park,Golf course,132,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
1912,132900,Developed park,Golf course,132,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
1913,132901,Developed park,Golf course,132,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
1914,132902,Developed park,Golf course,132,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
1915,132903,Developed park,Golf course,132,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
1916,132950,Developed park,Golf course,132,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
1917,132951,Developed park,Golf course,132,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
1918,132952,Developed park,Golf course,132,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
1919,132953,Developed park,Golf course,132,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
1920,133110,Developed park,Resort/ski area,133,11,Open Water,#476BA0,0,none,#ffffff,0,2230
1921,133111,Developed park,Resort/ski area,133,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
1922,133112,Developed park,Resort/ski area,133,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
1923,133113,Developed park,Resort/ski area,133,11,Open Water,#476BA0,3,high,#31a354,1,2230
1924,133120,Developed park,Resort/ski area,133,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
1925,133121,Developed park,Resort/ski area,133,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
1926,133122,Developed park,Resort/ski area,133,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
1927,133123,Developed park,Resort/ski area,133,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
1928,133210,Developed park,Resort/ski area,133,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
1929,133211,Developed park,Resort/ski area,133,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
1930,133212,Developed park,Resort/ski area,133,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
1931,133213,Developed park,Resort/ski area,133,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
1932,133220,Developed park,Resort/ski area,133,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
1933,133221,Developed park,Resort/ski area,133,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
1934,133222,Developed park,Resort/ski area,133,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
1935,133223,Developed park,Resort/ski area,133,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
1936,133230,Developed park,Resort/ski area,133,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
1937,133231,Developed park,Resort/ski area,133,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
1938,133232,Developed park,Resort/ski area,133,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
1939,133233,Developed park,Resort/ski area,133,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
1940,133240,Developed park,Resort/ski area,133,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
1941,133241,Developed park,Resort/ski area,133,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
1942,133242,Developed park,Resort/ski area,133,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
1943,133243,Developed park,Resort/ski area,133,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
1944,133310,Developed park,Resort/ski area,133,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
1945,133311,Developed park,Resort/ski area,133,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
1946,133312,Developed park,Resort/ski area,133,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
1947,133313,Developed park,Resort/ski area,133,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
1948,133410,Developed park,Resort/ski area,133,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
1949,133411,Developed park,Resort/ski area,133,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
1950,133412,Developed park,Resort/ski area,133,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
1951,133413,Developed park,Resort/ski area,133,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
1952,133420,Developed park,Resort/ski area,133,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
1953,133421,Developed park,Resort/ski area,133,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
1954,133422,Developed park,Resort/ski area,133,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
1955,133423,Developed park,Resort/ski area,133,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
1956,133430,Developed park,Resort/ski area,133,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
1957,133431,Developed park,Resort/ski area,133,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
1958,133432,Developed park,Resort/ski area,133,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
1959,133433,Developed park,Resort/ski area,133,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
1960,133510,Developed park,Resort/ski area,133,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
1961,133511,Developed park,Resort/ski area,133,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
1962,133512,Developed park,Resort/ski area,133,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
1963,133513,Developed park,Resort/ski area,133,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
1964,133520,Developed park,Resort/ski area,133,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
1965,133521,Developed park,Resort/ski area,133,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
1966,133522,Developed park,Resort/ski area,133,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
1967,133523,Developed park,Resort/ski area,133,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
1968,133710,Developed park,Resort/ski area,133,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
1969,133711,Developed park,Resort/ski area,133,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
1970,133712,Developed park,Resort/ski area,133,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
1971,133713,Developed park,Resort/ski area,133,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
1972,133720,Developed park,Resort/ski area,133,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
1973,133721,Developed park,Resort/ski area,133,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
1974,133722,Developed park,Resort/ski area,133,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
1975,133723,Developed park,Resort/ski area,133,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
1976,133730,Developed park,Resort/ski area,133,73,Lichens,#99C147,0,none,#ffffff,0,
1977,133731,Developed park,Resort/ski area,133,73,Lichens,#99C147,1,low,#e5f5e0,0,
1978,133732,Developed park,Resort/ski area,133,73,Lichens,#99C147,2,medium,#a1d99b,0,
1979,133733,Developed park,Resort/ski area,133,73,Lichens,#99C147,3,high,#31a354,1,
1980,133740,Developed park,Resort/ski area,133,74,Moss,#77AD93,0,none,#ffffff,0,
1981,133741,Developed park,Resort/ski area,133,74,Moss,#77AD93,1,low,#e5f5e0,0,
1982,133742,Developed park,Resort/ski area,133,74,Moss,#77AD93,2,medium,#a1d99b,0,
1983,133743,Developed park,Resort/ski area,133,74,Moss,#77AD93,3,high,#31a354,1,
1984,133810,Developed park,Resort/ski area,133,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
1985,133811,Developed park,Resort/ski area,133,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
1986,133812,Developed park,Resort/ski area,133,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
1987,133813,Developed park,Resort/ski area,133,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
1988,133820,Developed park,Resort/ski area,133,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
1989,133821,Developed park,Resort/ski area,133,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
1990,133822,Developed park,Resort/ski area,133,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
1991,133823,Developed park,Resort/ski area,133,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
1992,133900,Developed park,Resort/ski area,133,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
1993,133901,Developed park,Resort/ski area,133,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
1994,133902,Developed park,Resort/ski area,133,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
1995,133903,Developed park,Resort/ski area,133,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
1996,133950,Developed park,Resort/ski area,133,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
1997,133951,Developed park,Resort/ski area,133,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
1998,133952,Developed park,Resort/ski area,133,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
1999,133953,Developed park,Resort/ski area,133,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
2000,134110,Developed park,Other,134,11,Open Water,#476BA0,0,none,#ffffff,0,2230
2001,134111,Developed park,Other,134,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
2002,134112,Developed park,Other,134,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
2003,134113,Developed park,Other,134,11,Open Water,#476BA0,3,high,#31a354,1,2230
2004,134120,Developed park,Other,134,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
2005,134121,Developed park,Other,134,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
2006,134122,Developed park,Other,134,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
2007,134123,Developed park,Other,134,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
2008,134210,Developed park,Other,134,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
2009,134211,Developed park,Other,134,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
2010,134212,Developed park,Other,134,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
2011,134213,Developed park,Other,134,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
2012,134220,Developed park,Other,134,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
2013,134221,Developed park,Other,134,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
2014,134222,Developed park,Other,134,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
2015,134223,Developed park,Other,134,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
2016,134230,Developed park,Other,134,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
2017,134231,Developed park,Other,134,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
2018,134232,Developed park,Other,134,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
2019,134233,Developed park,Other,134,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
2020,134240,Developed park,Other,134,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
2021,134241,Developed park,Other,134,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
2022,134242,Developed park,Other,134,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
2023,134243,Developed park,Other,134,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
2024,134310,Developed park,Other,134,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
2025,134311,Developed park,Other,134,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
2026,134312,Developed park,Other,134,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
2027,134313,Developed park,Other,134,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
2028,134410,Developed park,Other,134,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
2029,134411,Developed park,Other,134,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
2030,134412,Developed park,Other,134,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
2031,134413,Developed park,Other,134,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
2032,134420,Developed park,Other,134,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
2033,134421,Developed park,Other,134,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
2034,134422,Developed park,Other,134,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
2035,134423,Developed park,Other,134,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
2036,134430,Developed park,Other,134,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
2037,134431,Developed park,Other,134,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
2038,134432,Developed park,Other,134,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
2039,134433,Developed park,Other,134,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
2040,134510,Developed park,Other,134,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
2041,134511,Developed park,Other,134,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
2042,134512,Developed park,Other,134,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
2043,134513,Developed park,Other,134,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
2044,134520,Developed park,Other,134,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
2045,134521,Developed park,Other,134,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
2046,134522,Developed park,Other,134,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
2047,134523,Developed park,Other,134,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
2048,134710,Developed park,Other,134,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
2049,134711,Developed park,Other,134,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
2050,134712,Developed park,Other,134,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
2051,134713,Developed park,Other,134,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
2052,134720,Developed park,Other,134,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
2053,134721,Developed park,Other,134,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
2054,134722,Developed park,Other,134,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
2055,134723,Developed park,Other,134,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
2056,134730,Developed park,Other,134,73,Lichens,#99C147,0,none,#ffffff,0,
2057,134731,Developed park,Other,134,73,Lichens,#99C147,1,low,#e5f5e0,0,
2058,134732,Developed park,Other,134,73,Lichens,#99C147,2,medium,#a1d99b,0,
2059,134733,Developed park,Other,134,73,Lichens,#99C147,3,high,#31a354,1,
2060,134740,Developed park,Other,134,74,Moss,#77AD93,0,none,#ffffff,0,
2061,134741,Developed park,Other,134,74,Moss,#77AD93,1,low,#e5f5e0,0,
2062,134742,Developed park,Other,134,74,Moss,#77AD93,2,medium,#a1d99b,0,
2063,134743,Developed park,Other,134,74,Moss,#77AD93,3,high,#31a354,1,
2064,134810,Developed park,Other,134,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
2065,134811,Developed park,Other,134,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
2066,134812,Developed park,Other,134,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
2067,134813,Developed park,Other,134,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
2068,134820,Developed park,Other,134,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
2069,134821,Developed park,Other,134,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
2070,134822,Developed park,Other,134,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
2071,134823,Developed park,Other,134,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
2072,134900,Developed park,Other,134,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
2073,134901,Developed park,Other,134,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
2074,134902,Developed park,Other,134,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
2075,134903,Developed park,Other,134,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
2076,134950,Developed park,Other,134,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
2077,134951,Developed park,Other,134,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
2078,134952,Developed park,Other,134,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
2079,134953,Developed park,Other,134,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
2080,140110,Natural park,,140,11,Open Water,#476BA0,0,none,#ffffff,0,2230
2081,140111,Natural park,,140,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
2082,140112,Natural park,,140,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
2083,140113,Natural park,,140,11,Open Water,#476BA0,3,high,#31a354,1,2230
2084,140120,Natural park,,140,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
2085,140121,Natural park,,140,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
2086,140122,Natural park,,140,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
